순번,접수구분,관리번호,구청,가로명,구간,위도,경도
3143,일상점검,8228000,달성군,달성2차산업단지,달성2차산업단지 진입로 LP-24,#N/A,#N/A
3144,일상점검,7341006,달서구,달서대로,대천교 - 환경시설관리공단,35.81881216,128.5004561
3145,일상점검,7341007,달서구,달서대로,대천교 - 환경시설관리공단,35.81871799,128.5008756
3146,일상점검,7139000,달서구,상인택지,제림아파트 - 비둘기아파트,#N/A,#N/A
3147,민원신고,7193007,달서구,용산택지,보성타운 - 용산우체국,35.85752368,128.5285332
3148,일상점검,7403006,달서구,성천로,예솔어린이집 - 진천천교,35.81251134,128.5043502
3149,일상점검,6220000,수성구,신천동로,신세계타운 - 대봉교,#N/A,#N/A
3150,일상점검,7377001,달서구,달서대로,대천교 - 구마고속도로지하차도,35.81548146,128.5065455
3151,일상점검,7403001,달서구,성천로,예솔어린이집 - 진천천교,35.81138773,128.5029927
3152,일상점검,7403010,달서구,성천로,예솔어린이집 - 진천천교,35.81347755,128.5053012
3153,일상점검,7403015,달서구,성천로,예솔어린이집 - 진천천교,35.81429875,128.5062498
3154,일상점검,7403016,달서구,성천로,예솔어린이집 - 진천천교,35.81447026,128.5064276
3155,일상점검,7434004,달서구,기타,대진고등학교 앞도로,35.80484059,128.518633
3156,일상점검,2377000,동구,범안로,율하고가교,#N/A,#N/A
3157,일상점검,3051004,서구,서대구로,신평리네거리 - 남평리네거리,35.8690638,128.5550007
3158,일상점검,3051019,서구,서대구로,신평리네거리 - 남평리네거리,35.86459949,128.5558059
3159,일상점검,1075005,중구,달구벌대로,반월당 - 봉산육거리,35.8651834,128.5940863
3160,일상점검,1075013,중구,달구벌대로,반월당 - 봉산육거리,35.86471012,128.596721
3161,일상점검,2487000,동구,범안로,율하교 - 혁신도시(고가도로),#N/A,#N/A
3162,일상점검,1066002,중구,달구벌대로,봉산육거리 - 반월당,35.86420595,128.5990739
3163,일상점검,2490000,동구,범안로,혁신도시 - 율하교(고가도로),#N/A,#N/A
3164,일상점검,1064002,중구,달구벌대로,수성교 - 삼덕네거리,35.86228975,128.607846
3165,일상점검,1064004,중구,달구벌대로,수성교 - 삼덕네거리,35.86243653,128.6071308
3166,일상점검,2255000,동구,안심로,율하남교,#N/A,#N/A
3167,일상점검,1064005,중구,달구벌대로,수성교 - 삼덕네거리,35.86251407,128.6067541
3168,일상점검,1064014,중구,달구벌대로,수성교 - 삼덕네거리,35.86308113,128.6040151
3169,일상점검,1064011,중구,달구벌대로,수성교 - 삼덕네거리,35.86290132,128.604885
3170,일상점검,1064013,중구,달구벌대로,수성교 - 삼덕네거리,35.86302034,128.6043147
3171,일상점검,2165000,동구,안심로,안심주공육교 - 안심주공네거리,#N/A,#N/A
3172,일상점검,1064015,중구,달구벌대로,수성교 - 삼덕네거리,35.86313902,128.6037348
3173,일상점검,2166000,동구,안심로,안심주공네거리 - 반야월네거리,#N/A,#N/A
3174,일상점검,1064016,중구,달구벌대로,수성교 - 삼덕네거리,35.86320585,128.603402
3175,일상점검,1064017,중구,달구벌대로,수성교 - 삼덕네거리,35.86325615,128.6031644
3176,일상점검,2167000,동구,안심로,반야월네거리 - 대동레미콘,#N/A,#N/A
3177,일상점검,2171000,동구,안심로,안심차량기지 - 송정삼거리,#N/A,#N/A
3178,일상점검,2265000,동구,안심로,사복동입구삼거리 - 안심차량기지,#N/A,#N/A
3179,일상점검,6251026,수성구,범안로,연호네거리 - 고모역,35.8520832,128.6785602
3180,일상점검,5002000,북구,공항로,공항교네거리 - 공항교,#N/A,#N/A
3181,일상점검,6251028,수성구,범안로,연호네거리 - 고모역,35.85261248,128.6788142
3182,일상점검,6251030,수성구,범안로,연호네거리 - 고모역,35.85314937,128.6791915
3183,일상점검,6251032,수성구,범안로,연호네거리 - 고모역,35.8536475,128.6795181
3184,일상점검,2255004,동구,안심로,율하남교,35.87047088,128.6916638
3185,일상점검,6251034,수성구,범안로,연호네거리 - 고모역,35.8541532,128.6798519
3186,일상점검,2255003,동구,안심로,율하남교,35.87080029,128.6913095
3187,일상점검,6251036,수성구,범안로,연호네거리 - 고모역,35.85460923,128.6802752
3188,일상점검,2164006,동구,안심로,롯데아울렛 - 안심주공육교,35.86823242,128.6941672
3189,일상점검,2165011,동구,안심로,안심주공육교 - 안심주공네거리,35.86668094,128.7010241
3190,일상점검,6294001,수성구,동원로,동원초교 - 동원초교남편네거리,35.86591767,128.6388689
3191,일상점검,2166020,동구,안심로,안심주공네거리 - 반야월네거리,35.86588565,128.7108525
3192,일상점검,6205001,수성구,국채보상로,동원초교 - 태백공사(남편),35.86599848,128.6392442
3193,일상점검,2442000,동구,혁신도시,혁신도시 2공구,#N/A,#N/A
3194,일상점검,8136003,달성군,달성군청로,청사후문삼거리 - 달성군청삼거리,35.77597557,128.4310898
3195,일상점검,5071000,북구,칠곡중앙대로136길,진흥교 - 경북농업기술원,#N/A,#N/A
3196,일상점검,5239001,북구,신천동로,침산교 - 무태교,35.90137933,128.5935576
3197,일상점검,5002002,북구,공항로,공항교네거리 - 공항교,35.89907599,128.6227775
3198,일상점검,5480009,북구,공항로,공항교네거리 - 공항교,#N/A,#N/A
3199,일상점검,5002006,북구,공항로,공항교네거리 - 공항교,35.89947944,128.6247259
3200,일상점검,5239002,북구,신천동로,침산교 - 무태교,35.90162644,128.5935234
3201,일상점검,5313026,북구,호국로,산업용재관 - 산격대교,35.90639243,128.6021268
3202,민원신고,2024001,동구,동촌로,동촌네거리 - 입석네거리,35.89169115,128.6439675
3203,직원신고,2108023,동구,동대구로,상공회의소 - MBC네거리,35.87063103,128.6257096
3204,직원신고,2108024,동구,동대구로,상공회의소 - MBC네거리,35.8703437,128.6257776
3205,직원신고,2100029,동구,동촌유원지,동촌유원지로타리부근,35.87930666,128.6504507
3206,직원신고,2098016,동구,효동로,파크사우나 - 망우당네거리,35.87885578,128.6490751
3207,일상점검,3124019,서구,국채보상로,대구LPG충전소 - 세방지하차도,35.86847025,128.536349
3208,일상점검,3124020,서구,국채보상로,대구LPG충전소 - 세방지하차도,35.86849859,128.5372011
3209,일상점검,3081020,서구,와룡로,자동차검사장네거리 - 서대구공단네거리,35.86873696,128.5373628
3210,일상점검,3182016,서구,와룡로,삼화식품 - 서대구공단네거리,35.86846952,128.537807
3211,일상점검,3055001,서구,당산로,중리네거리 - 당산네거리,35.86849477,128.546456
3212,일상점검,3051001,서구,서대구로,신평리네거리 - 남평리네거리,35.86997767,128.5548315
3213,일상점검,3051002,서구,서대구로,신평리네거리 - 남평리네거리,35.86969522,128.554881
3214,일상점검,6220009,수성구,신천동로,신세계타운 - 대봉교,35.85370657,128.6087859
3215,일상점검,5391019,북구,기타,와룡대교 - 사수로,35.89625816,128.5169663
3216,일상점검,6220010,수성구,신천동로,신세계타운 - 대봉교,35.85341451,128.6088494
3217,일상점검,1132001,중구,신천대로,수성교지하차도,35.86227792,128.6085554
3218,일상점검,5411009,북구,금호지구,금호지구 LP-P-L6,35.90088134,128.5107739
3219,일상점검,6215017,수성구,신천동로,경산한방병원 - 중동교,35.83869442,128.6072801
3220,일상점검,5407000,북구,금호지구,금호지구 LP-P-L3,#N/A,#N/A
3221,일상점검,5407048,북구,금호지구,금호지구 LP-P-L3,35.8959539,128.5210312
3222,일상점검,6221000,수성구,신천동로,대봉교 - 남산여고,#N/A,#N/A
3223,민원신고,7117019,달서구,월배로,진천네거리 - 유천교,35.81270276,128.5183031
3224,일상점검,6220002,수성구,신천동로,신세계타운 - 대봉교,35.85378178,128.6090518
3225,일상점검,6028013,수성구,공경로,동부중학교 - 효목육교,35.8744018,128.6422275
3226,일상점검,7403011,달서구,성천로,예솔어린이집 - 진천천교,35.81360698,128.5055387
3227,일상점검,7347000,달서구,기타,웃는얼굴아트센터 - 남대구골프클럽,#N/A,#N/A
3228,일상점검,6286001,수성구,지범로,범물네거리 - 지산네거리,35.82129335,128.6395575
3229,일상점검,6102002,수성구,무학로,두산오거리 - 들안길삼거리,35.8302957,128.6229243
3230,민원신고,6054002,수성구,청호로,경동초교육교 - 만촌네거리,35.85511879,128.640216
3231,일상점검,8092000,달성군,다사로,한길교회 - 다사왕선주유소,#N/A,#N/A
3232,일상점검,8092002,달성군,다사로,한길교회 - 다사왕선주유소,35.86301038,128.4603596
3233,일상점검,8301000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-12,#N/A,#N/A
3234,일상점검,8302000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-9,#N/A,#N/A
3235,일상점검,8300000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-11,#N/A,#N/A
3236,일상점검,8293000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-10,#N/A,#N/A
3237,일상점검,8294000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-8,#N/A,#N/A
3238,일상점검,8295000,달성군,성서5차산업단지,성서5차첨단산업단지 LP-4,#N/A,#N/A
3239,일상점검,8271018,달성군,세천로,성서5차산업단지 진입로1,35.87387223,128.4853928
3240,일상점검,7033005,달서구,성서공단로,성서공단네거리 - 장동네거리,35.83565743,128.5100645
3241,일상점검,7160000,달서구,월곡로,학산초교 - 학산남네거리,#N/A,#N/A
3242,일상점검,7161000,달서구,월곡로,학산초교 - 효성여고,#N/A,#N/A
3243,일상점검,7425000,달서구,조암로,학산초교 - 조암초교,#N/A,#N/A
3244,일상점검,7412006,달서구,월곡로,대구화물터미널 - 출판산업단지,35.83506277,128.5223603
3245,일상점검,7425007,달서구,조암로,학산초교 - 조암초교,35.8274128,128.5283981
3246,일상점검,7413004,달서구,월곡로,학산중학교 - 월성푸르지오,35.83085213,128.5251253
3247,일상점검,7422000,달서구,도시고속도로,남대구IC - 성서IC,#N/A,#N/A
3248,일상점검,6244000,수성구,월드컵로,월드컵네거리 - 보조경기장,#N/A,#N/A
3249,일상점검,6121000,수성구,고산로,청림초등육교 - 신매네거리 - 월드문고,#N/A,#N/A
3250,일상점검,1083006,중구,이천로,봉산육거리 - 봉산오거리,35.86184069,128.5990789
3251,일상점검,1123018,중구,중앙대로,명덕네거리 - 남문시장,35.86110145,128.5928502
3252,일상점검,1140001,중구,명륜로,봉산오거리 - 대봉치안센터,35.86003242,128.5990664
3253,일상점검,1092017,중구,명륜로,반월당 효성해링턴플레이스 주변도로,35.86112138,128.5933046
3254,일상점검,1075004,중구,달구벌대로,반월당 - 봉산육거리,35.86525315,128.5936733
3255,일상점검,5411007,북구,금호지구,금호지구 LP-P-L6,35.90056801,128.5103972
3256,일상점검,1066004,중구,달구벌대로,봉산육거리 - 반월당,35.86459205,128.5985669
3257,일상점검,1066005,중구,달구벌대로,봉산육거리 - 반월당,35.86472652,128.5983371
3258,일상점검,1066006,중구,달구벌대로,봉산육거리 - 반월당,35.86484055,128.5980137
3259,일상점검,1066007,중구,달구벌대로,봉산육거리 - 반월당,35.86489966,128.5978203
3260,일상점검,6219009,수성구,신천동로,삼익아파트 - 신세계타운,35.85219855,128.6087641
3261,일상점검,6219000,수성구,신천동로,삼익아파트 - 신세계타운,#N/A,#N/A
3262,일상점검,6219010,수성구,신천동로,삼익아파트 - 신세계타운,35.85248364,128.6088172
3263,일상점검,6219011,수성구,신천동로,삼익아파트 - 신세계타운,35.85279057,128.6088684
3264,일상점검,5044001,북구,칠성남로,대구스크린골프 - 북부소방서,35.87912333,128.5954151
3265,일상점검,6219012,수성구,신천동로,삼익아파트 - 신세계타운,35.85310064,128.6088869
3266,일상점검,5038008,북구,중앙대로,홈플러스 - 통일로주유소,35.87986461,128.5956521
3267,일상점검,5038009,북구,중앙대로,홈플러스 - 통일로주유소,35.87964638,128.5955833
3268,일상점검,5326001,북구,태전로,태전고가교오거리 - 보건대네거리,35.93033517,128.5393507
3269,일상점검,6220013,수성구,신천동로,신세계타운 - 대봉교,#N/A,#N/A
3270,일상점검,5115005,북구,칠곡2지구,태암교,35.92842769,128.5522295
3271,일상점검,6220003,수성구,신천동로,신세계타운 - 대봉교,35.85397705,128.6089554
3272,일상점검,5115000,북구,칠곡2지구,태암교,#N/A,#N/A
3273,일상점검,6220005,수성구,신천동로,신세계타운 - 대봉교,35.85451804,128.6090483
3274,일상점검,5113012,북구,침산로21길,칠성동이마트 - 달산초등학교,35.88750995,128.5886127
3275,일상점검,6220007,수성구,신천동로,신세계타운 - 대봉교,35.85433245,128.6087188
3276,일상점검,5313028,북구,호국로,산업용재관 - 산격대교,35.90675113,128.6026178
3277,일상점검,6220008,수성구,신천동로,신세계타운 - 대봉교,35.85402373,128.6087335
3278,일상점검,5036004,북구,중앙대로,대구역북편사거리 - 제일제당,35.87883667,128.595621
3279,일상점검,8057003,달성군,국도5호선,리버사이드호텔 - 공단남측진입로,35.7230757,128.4370433
3280,일상점검,8057006,달성군,국도5호선,리버사이드호텔 - 공단남측진입로,35.72312348,128.4366747
3281,일상점검,7047000,달서구,성서공단,한성콘트롤 - 동신기계,#N/A,#N/A
3282,일상점검,8057007,달성군,국도5호선,리버사이드호텔 - 공단남측진입로,35.72315391,128.4369131
3283,일상점검,8084000,달성군,국도5호선,논공교차로,#N/A,#N/A
3284,일상점검,7422017,달서구,도시고속도로,남대구IC - 성서IC,35.8424934,128.5265973
3285,일상점검,7422015,달서구,도시고속도로,남대구IC - 성서IC,35.84314485,128.5261036
3286,일상점검,7422016,달서구,도시고속도로,남대구IC - 성서IC,35.84281973,128.5263615
3287,일상점검,7422018,달서구,도시고속도로,남대구IC - 성서IC,35.84215935,128.52681
3288,일상점검,7422019,달서구,도시고속도로,남대구IC - 성서IC,35.84181638,128.527
3289,일상점검,7422020,달서구,도시고속도로,남대구IC - 성서IC,35.84146551,128.5271669
3290,일상점검,7422021,달서구,도시고속도로,남대구IC - 성서IC,35.84110777,128.5273101
3291,일상점검,7047003,달서구,성서공단,한성콘트롤 - 동신기계,35.82951082,128.4971227
3292,일상점검,2052000,동구,동북로,큰고개오거리 - 복현푸르지오,#N/A,#N/A
3293,일상점검,2044000,동구,동촌로,동촌네거리 - 동촌초등학교육교,#N/A,#N/A
3294,일상점검,6347010,수성구,명덕로,대봉교 - 동성학교네거리,35.85446107,128.6124126
3295,일상점검,6100013,수성구,상화로,들안길 - 동대구로(TBC방송국),35.83536762,128.6218961
3296,일상점검,6099014,수성구,상화로,상동시장 - 들안길,35.83504402,128.616419
3297,일상점검,6099005,수성구,상화로,상동시장 - 들안길,35.83485963,128.6133875
3298,일상점검,6099004,수성구,상화로,상동시장 - 들안길,35.83483841,128.6130126
3299,일상점검,6217002,수성구,신천동로,중동맨션 - 희망교,35.84503749,128.6078414
3300,일상점검,6217003,수성구,신천동로,중동맨션 - 희망교,35.84534002,128.6077543
3301,일상점검,6088003,수성구,수성로,희망교 - 중동네거리,35.84716907,128.6088284
3302,일상점검,6087005,수성구,희망로,중동네거리 - 희망로네거리(남편),35.843766,128.6126563
3303,일상점검,6098014,수성구,수성로,중동네거리 - 상동시장네거리,35.83686324,128.6117267
3304,일상점검,6354011,수성구,수성로,수성못오거리 - 상동네거리,35.82810549,128.6106314
3305,일상점검,6199007,수성구,지범로,두산오거리 - 지산네거리(북편),35.82627012,128.6270281
3306,일상점검,6133000,수성구,지범로,지산네거리 - 범물네거리,#N/A,#N/A
3307,일상점검,7048000,달서구,성서공단,선진물산 - 대한정공,#N/A,#N/A
3308,일상점검,7047000,달서구,성서공단,한성콘트롤 - 동신기계,#N/A,#N/A
3309,일상점검,2057000,동구,큰고개로,큰고개삼거리 - 신암보성아파트,#N/A,#N/A
3310,일상점검,7422023,달서구,도시고속도로,남대구IC - 성서IC,35.84037031,128.5274857
3311,일상점검,7048000,달서구,성서공단,선진물산 - 대한정공,#N/A,#N/A
3312,일상점검,8201000,달성군,논공공단,엠비성산 - 대한소결금속,#N/A,#N/A
3313,일상점검,7224017,달서구,조암남로,AK그랑폴리스 - 조암남로,35.81825142,128.519979
3314,일상점검,7224019,달서구,조암남로,AK그랑폴리스 - 조암남로,35.81851443,128.5204207
3315,일상점검,7224020,달서구,조암남로,AK그랑폴리스 - 조암남로,35.81866324,128.5206499
3316,일상점검,7189027,달서구,용산택지,와룡변전소 - 상리공원,35.86139203,128.529337
3317,일상점검,7171040,달서구,성서택지,와룡공원 - 우방타운,35.85741051,128.5043846
3318,일상점검,7003001,달서구,달구벌대로,구상업은행 - 신당네거리,35.85183666,128.4974793
3319,일상점검,7003008,달서구,달구벌대로,구상업은행 - 신당네거리,35.8516203,128.4944493
3320,일상점검,7003010,달서구,달구벌대로,구상업은행 - 신당네거리,35.85156321,128.4935678
3321,일상점검,7466023,달서구,달서대로,신당네거리 - 신당초교,35.85234283,128.4917942
3322,일상점검,2345039,동구,이시아폴리스,이시아폴리스 LP-11,35.91763065,128.6372569
3323,일상점검,2345041,동구,이시아폴리스,이시아폴리스 LP-11,35.91752175,128.6366396
3324,일상점검,2345043,동구,이시아폴리스,이시아폴리스 LP-11,35.91753294,128.6357516
3325,일상점검,1052038,중구,남성로,약전골목,35.86600302,128.5922472
3326,일상점검,1067008,중구,달구벌대로,반월당네거리 - 현대백화점,35.86586951,128.5922022
3327,일상점검,1067009,중구,달구벌대로,반월당네거리 - 현대백화점,35.86591993,128.5919267
3328,일상점검,1067010,중구,달구벌대로,반월당네거리 - 현대백화점,35.86597248,128.5916395
3329,일상점검,1067011,중구,달구벌대로,반월당네거리 - 현대백화점,35.8660939,128.5912003
3330,일상점검,1067012,중구,달구벌대로,반월당네거리 - 현대백화점,35.86614326,128.5909307
3331,일상점검,1067014,중구,달구벌대로,반월당네거리 - 현대백화점,35.86626553,128.5902159
3332,일상점검,1067015,중구,달구벌대로,반월당네거리 - 현대백화점,35.86632081,128.5899092
3333,직원신고,2031005,동구,동부로30길,동양고속버스터미널 - 봉화약국,35.87683176,128.6288536
3334,일상점검,6220000,수성구,신천동로,신세계타운 - 대봉교,#N/A,#N/A
3335,일상점검,6244000,수성구,월드컵로,월드컵네거리 - 보조경기장,#N/A,#N/A
3336,일상점검,2052002,동구,동북로,큰고개오거리 - 복현푸르지오,35.88822117,128.6297915
3337,일상점검,2052003,동구,동북로,큰고개오거리 - 복현푸르지오,35.88865395,128.6292172
3338,일상점검,5411009,북구,금호지구,금호지구 LP-P-L6,35.90088134,128.5107739
3339,일상점검,5044005,북구,칠성남로,대구스크린골프 - 북부소방서,35.87811844,128.5950853
3340,일상점검,2052001,동구,동북로,큰고개오거리 - 복현푸르지오,35.88781239,128.6303542
3341,일상점검,5044004,북구,칠성남로,대구스크린골프 - 북부소방서,35.87833578,128.5951581
3342,일상점검,2052002,동구,동북로,큰고개오거리 - 복현푸르지오,35.88822117,128.6297915
3343,일상점검,5044003,북구,칠성남로,대구스크린골프 - 북부소방서,35.87857433,128.5952362
3344,일상점검,5044007,북구,칠성남로,대구스크린골프 - 북부소방서,35.87788771,128.5946804
3345,일상점검,2052003,동구,동북로,큰고개오거리 - 복현푸르지오,35.88865395,128.6292172
3346,일상점검,5044008,북구,칠성남로,대구스크린골프 - 북부소방서,35.87793488,128.5944276
3347,일상점검,5197000,북구,검단유통,금호케이블 - 코스코,#N/A,#N/A
3348,일상점검,5197024,북구,검단유통,금호케이블 - 코스코,35.9079888,128.6175807
3349,일상점검,5186009,북구,검단유통,한국통신 - 산업용재관,35.9045878,128.6043494
3350,일상점검,6174013,수성구,달구벌대로,방공포병 - 담티고개,35.85131148,128.6648221
3351,일상점검,5194003,북구,검단유통,컨벤션센타 정문,35.90790773,128.6116098
3352,일상점검,5194023,북구,검단유통,컨벤션센타 정문,35.90740964,128.6114941
3353,일상점검,5290022,북구,동서변택지,동서변그린빌 - 동화교,35.91671159,128.6031911
3354,일상점검,5299016,북구,동서변택지,무태파출소 - 한라아파트,35.92203602,128.5967147
3355,일상점검,5404000,북구,호국로,국우터널관리소 - 국우터널,#N/A,#N/A
3356,일상점검,5405000,북구,호국로,국우터널 - 서변동,#N/A,#N/A
3357,일상점검,5431000,북구,기타,호국로 - 동호차량기지,#N/A,#N/A
3358,일상점검,5293027,북구,호국로,유니버시아드레포츠센터 - 한라아파트,35.9267496,128.5991671
3359,일상점검,5294030,북구,호국로,한라아파트 - 월드메르디앙,35.92084198,128.5996115
3360,일상점검,5294031,북구,호국로,한라아파트 - 월드메르디앙,35.92129132,128.5996323
3361,일상점검,8134008,달성군,달성군청로,달성군청삼거리 - 달성군청사정문,35.77439457,128.4295773
3362,일상점검,6181001,수성구,달구벌대로,범어교 - 수성네거리,35.85958005,128.6219302
3363,일상점검,8013000,달성군,국도5호선,설화명곡역 - 설화리버스정류장,#N/A,#N/A
3364,일상점검,8052000,달성군,국도5호선,강림1교차로 - 강림3교차로,#N/A,#N/A
3365,일상점검,8055000,달성군,국도5호선,강림1교차로 - 금포교,#N/A,#N/A
3366,일상점검,8327004,달성군,논공공단,이븐골프 - 논공카톨릭병원,35.71502229,128.4448963
3367,직원신고,6119017,수성구,국채보상로,동신교 - 청구네거리,35.86778111,128.6173688
3368,시정견문,6366002,수성구,범어로,범어풀비체 - 경남타운,35.85457653,128.6355488
3369,직원신고,2312015,동구,화랑로,반야월삼거리 - 동대구IC진입로,35.87521278,128.6810506
3370,직원신고,2163013,동구,동촌로,반야월삼거리 - 용호삼거리,35.876703,128.6803677
3371,직원신고,2097017,동구,효동로,아양교 - 파크사우나,35.88305229,128.6440896
3372,일상점검,2236000,동구,금강로,강동고교 - 금강역진입도로,#N/A,#N/A
3373,일상점검,2345000,동구,이시아폴리스,이시아폴리스 LP-11,#N/A,#N/A
3374,일상점검,2312005,동구,화랑로,반야월삼거리 - 동대구IC진입로,35.87519267,128.6831532
3375,일상점검,8117016,달성군,본리택지,화원중학교 - 본리그린빌2단지,35.80128601,128.509433
3376,일상점검,8117015,달성군,본리택지,화원중학교 - 본리그린빌2단지,35.80110646,128.5095579
3377,일상점검,7379023,달서구,성당주공,성당 레미안E편한세상 2단지,35.84082749,128.5416371
3378,일상점검,8331005,달성군,국도5호선,옥포면사무소 - 대방교,35.78861615,128.462839
3379,일상점검,8136009,달성군,달성군청로,청사후문삼거리 - 달성군청삼거리,35.77533553,128.4291115
3380,일상점검,8134006,달성군,달성군청로,달성군청삼거리 - 달성군청사정문,35.77523254,128.4289187
3381,일상점검,8052000,달성군,국도5호선,강림1교차로 - 강림3교차로,#N/A,#N/A
3382,일상점검,2057000,동구,큰고개로,큰고개삼거리 - 신암보성아파트,#N/A,#N/A
3383,일상점검,2066005,동구,동대구로,동대구역 - 파티마병원,35.88110558,128.6265179
3384,일상점검,7048008,달서구,성서공단,선진물산 - 대한정공,35.82995418,128.4943851
3385,일상점검,7048009,달서구,성서공단,선진물산 - 대한정공,35.82968091,128.4943837
3386,일상점검,7048010,달서구,성서공단,선진물산 - 대한정공,35.82934805,128.4943821
3387,일상점검,7356019,달서구,과학단지,호산고교 - 호산초교,35.84852917,128.4825272
3388,일상점검,7212001,달서구,성서택지,성산고교 - 구마고속도로,35.86216105,128.5225734
3389,일상점검,7212005,달서구,성서택지,성산고교 - 구마고속도로,35.86199181,128.5238614
3390,일상점검,7212006,달서구,성서택지,성산고교 - 구마고속도로,35.86194276,128.524234
3391,일상점검,7246048,달서구,장기택지,용산네거리 - 성당자동차학원,35.84818945,128.5303185
3392,일상점검,7246047,달서구,장기택지,용산네거리 - 성당자동차학원,35.84821171,128.5296063
3393,일상점검,7246034,달서구,장기택지,용산네거리 - 성당자동차학원,35.84668297,128.5250979
3394,일상점검,7062013,달서구,달구벌대로,죽전네거리 - 푸른방송,35.85160602,128.5415809
3395,일상점검,7071004,달서구,두류공원로,두류축구장 - 두류네거리,35.85203662,128.5629502
3396,일상점검,7075001,달서구,두류공원로,두류네거리 - 두류도서관,35.8524026,128.5618356
3397,일상점검,7315010,달서구,야외음악당로,아리랑호텔 - 파도고개,35.85663239,128.5650221
3398,일상점검,7389002,달서구,장기로,성당 두산위브 진입로,35.84471306,128.5467627
3399,일상점검,7404009,달서구,월배로5길,진천천교 - 월배차량기지,35.81740809,128.509362
3400,일상점검,7390008,달서구,조암남로32길,진천동 쌍용예가 진입로,35.81779926,128.5163617
3401,일상점검,7390009,달서구,조암남로32길,진천동 쌍용예가 진입로,35.81763202,128.5166058
3402,일상점검,7390012,달서구,조암남로32길,진천동 쌍용예가 진입로,35.81717499,128.5172754
3403,일상점검,7393024,달서구,조암남로,AK그랑폴리스 주변도로,35.81436815,128.5204459
3404,일상점검,7393025,달서구,조암남로,AK그랑폴리스 주변도로,35.81422858,128.5200499
3405,일상점검,7393026,달서구,조암남로,AK그랑폴리스 주변도로,35.81403711,128.5194647
3406,일상점검,7393027,달서구,조암남로,AK그랑폴리스 주변도로,35.81384638,128.5188291
3407,일상점검,7366002,달서구,기타,진천역 화성파크리젠시 진입로,35.81381975,128.5192429
3408,일상점검,7366003,달서구,기타,진천역 화성파크리젠시 진입로,35.81401855,128.5198432
3409,일상점검,7430001,달서구,진천로,계룡리슈빌 - 진천네거리,35.81445518,128.521192
3410,일상점검,7340000,달서구,달서대로,대천교 - 구마고속도로,#N/A,#N/A
3411,일상점검,7160008,달서구,월곡로,학산초교 - 학산남네거리,35.82589676,128.5302058
3412,일상점검,7427001,달서구,기타,달서구청 - 달서소방서,35.82903829,128.5326453
3413,일상점검,1066009,중구,달구벌대로,봉산육거리 - 반월당,35.86501506,128.5969901
3414,일상점검,1066010,중구,달구벌대로,봉산육거리 - 반월당,35.86506925,128.5966828
3415,일상점검,1066011,중구,달구벌대로,봉산육거리 - 반월당,35.8651166,128.5964253
3416,일상점검,1066012,중구,달구벌대로,봉산육거리 - 반월당,35.865168,128.5961425
3417,일상점검,1066018,중구,달구벌대로,봉산육거리 - 반월당,35.86549747,128.5942951
3418,일상점검,1066021,중구,달구벌대로,봉산육거리 - 반월당,35.86576155,128.5938785
3419,일상점검,1067001,중구,달구벌대로,반월당네거리 - 현대백화점,35.86615132,128.5933965
3420,일상점검,1067002,중구,달구벌대로,반월당네거리 - 현대백화점,35.86602282,128.5931798
3421,일상점검,1056001,중구,달구벌대로,현대백화점 - 계산오거리,35.86634216,128.5896122
3422,일상점검,1056002,중구,달구벌대로,현대백화점 - 계산오거리,35.86639086,128.5893337
3423,일상점검,1056004,중구,달구벌대로,현대백화점 - 계산오거리,35.86653403,128.5886767
3424,일상점검,6220000,수성구,신천동로,신세계타운 - 대봉교,#N/A,#N/A
3425,일상점검,5411001,북구,금호지구,금호지구 LP-P-L6,35.89939089,128.509759
3426,일상점검,2346001,동구,이시아폴리스,이시아폴리스 LP-12,35.91779598,128.6352794
3427,일상점검,9999999,기타,기타,기타,#N/A,#N/A
3428,일상점검,5404009,북구,호국로,국우터널관리소 - 국우터널,35.93811467,128.5915705
3429,일상점검,5404010,북구,호국로,국우터널관리소 - 국우터널,35.93765484,128.5917441
3430,일상점검,5405009,북구,호국로,국우터널 - 서변동,35.9338441,128.5943178
3431,일상점검,5405011,북구,호국로,국우터널 - 서변동,35.9334238,128.5953774
3432,일상점검,5405012,북구,호국로,국우터널 - 서변동,35.93332557,128.5958011
3433,일상점검,6244000,수성구,월드컵로,월드컵네거리 - 보조경기장,#N/A,#N/A
3434,일상점검,5405034,북구,호국로,국우터널 - 서변동,35.93700375,128.5921511
3435,일상점검,5405036,북구,호국로,국우터널 - 서변동,35.9360729,128.5925082
3436,일상점검,5405038,북구,호국로,국우터널 - 서변동,35.93518998,128.5929617
3437,일상점검,6051001,수성구,달구벌대로,고산초교 - 경북아파트,35.84276306,128.6925176
3438,일상점검,5405039,북구,호국로,국우터널 - 서변동,35.93478874,128.5932857
3439,일상점검,5405040,북구,호국로,국우터널 - 서변동,35.93443243,128.5936652
3440,일상점검,6251032,수성구,범안로,연호네거리 - 고모역,35.8536475,128.6795181
3441,일상점검,5405041,북구,호국로,국우터널 - 서변동,35.93410276,128.5941273
