순번,접수구분,관리번호,구청,가로명,구간,위도,경도
1,일상점검,4052014,남구,대명남로,대덕네거리 - 남명삼거리,35.83552981,128.5764618
2,일상점검,4052018,남구,대명남로,대덕네거리 - 남명삼거리,35.83548014,128.5779349
3,일상점검,6117013,수성구,범물택지,용지네거리 - 관계삼거리,35.81827072,128.648039
4,일상점검,4052019,남구,대명남로,대덕네거리 - 남명삼거리,35.83546592,128.5783332
5,일상점검,4052020,남구,대명남로,대덕네거리 - 남명삼거리,35.83545452,128.5786019
6,일상점검,4103017,남구,앞산순환로,현충삼거리 - 대덕식당,35.83259961,128.579777
7,일상점검,6369066,수성구,범안로,용지네거리 - KT범물지점,35.81739811,128.6383548
8,일상점검,6130004,수성구,지산택지,지산1동사무소 - 청산맨션,35.82507432,128.6356042
9,일상점검,6132009,수성구,지산택지,지산1동주민센터 - 경찰청,35.82671656,128.6359289
10,일상점검,6162004,수성구,지범로,지산네거리 - 한샘교회,35.82665911,128.6287146
11,일상점검,6161013,수성구,지범로,한샘교회 - 두산오거리,35.82770731,128.6255544
12,일상점검,6273008,수성구,무학로,들안길삼거리 - 두산오거리,35.82960399,128.6190183
13,일상점검,6084017,수성구,들안로,들안길네거리 - 수성시장남편네거리,35.84983753,128.616892
14,일상점검,6233015,수성구,들안로,들안길네거리 - 들안길삼거리,35.83133652,128.6166122
15,일상점검,6096003,수성구,신천동로,동일하이빌 - 상동네거리,35.83004035,128.6079599
16,일상점검,6215017,수성구,신천동로,경산한방병원 - 중동교,35.83869442,128.6072801
17,일상점검,6217002,수성구,신천동로,중동맨션 - 희망교,35.84503749,128.6078414
18,일상점검,7093020,달서구,구마로,세강병원 - 동본리네거리,35.83740034,128.5453193
19,일상점검,6182001,수성구,달구벌대로,수성네거리 - 수성교,35.859763,128.6184762
20,일상점검,6040012,수성구,달구벌대로,수성네거리 - 범어교,35.85925696,128.6215191
21,일상점검,6182008,수성구,달구벌대로,수성네거리 - 수성교,35.85986913,128.6158886
22,일상점검,6051016,수성구,달구벌대로,고산초교 - 경북아파트,35.84227623,128.6980836
23,일상점검,8394018,달성군,테크노폴리스,테크노폴리스 LP-2-1,35.70121815,128.4667592
24,일상점검,2300010,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85988566,128.6992534
25,일상점검,8394017,달성군,테크노폴리스,테크노폴리스 LP-2-1,35.7014513,128.4665913
26,일상점검,8380019,달성군,테크노폴리스,테크노폴리스 LP-2-9,35.69630097,128.466766
27,일상점검,8375029,달성군,테크노폴리스,테크노폴리스 LP-2-14,35.69355576,128.4665851
28,일상점검,8395019,달성군,테크노폴리스,테크노폴리스 LP-2-3,35.70149058,128.464738
29,일상점검,8395000,달성군,테크노폴리스,테크노폴리스 LP-2-3,#N/A,#N/A
30,일상점검,8423027,달성군,테크노폴리스,테크노폴리스 LP-3-11,35.68407343,128.4616386
31,일상점검,8423003,달성군,테크노폴리스,테크노폴리스 LP-3-11,35.68386328,128.462092
32,민원신고,6054009,수성구,청호로,경동초교육교 - 만촌네거리,35.85767479,128.6444697
33,일상점검,8423012,달성군,테크노폴리스,테크노폴리스 LP-3-11,35.68369176,128.4621853
34,일상점검,8423004,달성군,테크노폴리스,테크노폴리스 LP-3-11,35.68366113,128.4617555
35,일상점검,2300011,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85964771,128.6998778
36,일상점검,6234027,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.83396032,128.6716515
37,일상점검,6234028,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.8339349,128.6720097
38,일상점검,6234029,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.83390783,128.6724236
39,일상점검,5009010,북구,경대로,경대동문 - 경대정문,35.88553359,128.6152675
40,일상점검,5010002,북구,경대로,경대정문 - 대현육교,35.88413413,128.6133334
41,일상점검,6234030,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.83387611,128.6728888
42,일상점검,5137025,북구,신천대로,서변대교침산교방향입출구,35.9045602,128.5848007
43,일상점검,6234031,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.83384218,128.6734336
44,일상점검,6234032,수성구,유니버시아드로,범안삼거리 - 경기장네거리,35.83380516,128.674002
45,일상점검,6398013,수성구,유니버시아드로,야구전설로 - 범안삼거리,35.83378568,128.6743283
46,일상점검,6398014,수성구,유니버시아드로,야구전설로 - 범안삼거리,35.83375968,128.674709
47,일상점검,6398015,수성구,유니버시아드로,야구전설로 - 범안삼거리,35.83373505,128.6750974
48,일상점검,6398017,수성구,유니버시아드로,야구전설로 - 범안삼거리,35.83369022,128.6758137
49,일상점검,6254005,수성구,청호로,경북고등학교역사관 - 경동초교육교,35.84691615,128.6394149
50,일상점검,4085010,남구,대명로,앞산네거리 - 안지랑네거리,35.83917282,128.5768405
51,일상점검,4132006,남구,중앙대로22길,불교대학 - 가든호텔,35.84281958,128.5931189
52,일상점검,4048001,남구,봉덕남로,A3관제탑 - 봉덕네거리,35.841846,128.5932361
53,일상점검,4115000,남구,신천대로,중동교지하차도,#N/A,#N/A
54,일상점검,6284000,수성구,기타,만촌 수성e편한세상2차 진입로,#N/A,#N/A
55,일상점검,4077008,남구,앞산순환로,상동교 - 심신수련장,35.83444969,128.6030548
56,일상점검,4102021,남구,앞산순환로,충혼탑 - 현충삼거리,35.83298921,128.586057
57,일상점검,6257033,수성구,청수로,만촌우방 - 두리봉터널,35.84636423,128.6501241
58,일상점검,4106003,남구,앞산순환로,삼성공원아파트 - 송현육교,35.82955137,128.5631259
59,일상점검,4118007,남구,대명남로,남대명파출소 - 관문시장네거리,35.83482692,128.5621187
60,일상점검,4117011,남구,대명남로,대덕네거리 - 대명6동주민센터,35.83494366,128.5671653
61,일상점검,4055015,남구,대명남로,대명6동주민센터 - 대덕네거리,35.83482285,128.5704117
62,일상점검,4055018,남구,대명남로,대명6동주민센터 - 대덕네거리,#N/A,#N/A
63,일상점검,4052003,남구,대명남로,대덕네거리 - 남명삼거리,35.83481589,128.5724679
64,일상점검,4052012,남구,대명남로,대덕네거리 - 남명삼거리,35.83555682,128.5756726
65,일상점검,6012003,수성구,동대구로,MBC네거리 - 법원,35.86551554,128.6265609
66,직원신고,6071006,수성구,명덕로,수성시장네거리 - 궁전맨션삼거리,35.85415892,128.6205256
67,일상점검,6067000,수성구,동대구로,궁전맨션삼거리 - 어린이회관삼거리,#N/A,#N/A
68,민원신고,2498014,동구,경안로,각산네거리 - 반야월네거리,35.86789308,128.7135409
69,민원신고,7160019,달서구,월곡로,학산초교 - 학산남네거리,35.8297966,128.526501
70,일상점검,2299000,동구,율하2지구,세계육상선수촌1단지 주변도로,#N/A,#N/A
71,일상점검,2299032,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86039242,128.6887068
72,일상점검,2299033,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86027337,128.6880806
73,일상점검,2299034,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86028063,128.6873805
74,일상점검,2198007,동구,화랑로,화랑교 - 강촌육교,35.87716978,128.6642122
75,일상점검,2198015,동구,화랑로,화랑교 - 강촌육교,35.87684407,128.6663799
76,일상점검,2168002,동구,안심로,대동레미콘 - 각산역,35.86621421,128.719316
77,일상점검,2303015,동구,율하2지구,율하휴먼시아6단지 - 9단지,35.86321251,128.6987712
78,일상점검,2303017,동구,율하2지구,율하휴먼시아6단지 - 9단지,35.86315908,128.6995442
79,일상점검,2303020,동구,율하2지구,율하휴먼시아6단지 - 9단지,35.8630387,128.7006973
80,일상점검,5007004,북구,동북로,복현오거리 - 복현네거리,35.89373432,128.6196714
81,일상점검,5008014,북구,경대로,복현네거리 - 경대동문,35.88964793,128.6177898
82,일상점검,5008012,북구,경대로,복현네거리 - 경대동문,35.89000564,128.6183395
83,일상점검,5008016,북구,경대로,복현네거리 - 경대동문,35.88923658,128.6172644
84,일상점검,5009002,북구,경대로,경대동문 - 경대정문,35.88791989,128.6162369
85,일상점검,5009003,북구,경대로,경대동문 - 경대정문,35.88763026,128.6160784
86,일상점검,5009005,북구,경대로,경대동문 - 경대정문,35.88695997,128.6158025
87,일상점검,5009006,북구,경대로,경대동문 - 경대정문,35.88665003,128.6157017
88,일상점검,5009009,북구,경대로,경대동문 - 경대정문,35.88577896,128.6154056
89,일상점검,5009007,북구,경대로,경대동문 - 경대정문,35.88635935,128.6156065
90,일상점검,5009012,북구,경대로,경대동문 - 경대정문,35.88516814,128.6146743
91,일상점검,2445000,동구,혁신도시,혁신도시 2공구,#N/A,#N/A
92,일상점검,2300009,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.86010267,128.6986037
93,일상점검,2470013,동구,혁신도시,혁신도시 3공구,35.87516935,128.7432028
94,일상점검,2326005,동구,장등로,청구삼거리 - 건강검진센터,35.86880417,128.6233619
95,일상점검,2438007,동구,혁신도시,혁신도시 2공구,35.88474507,128.7057365
96,일상점검,2425009,동구,혁신도시,혁신도시 2공구,35.88440836,128.7153726
97,일상점검,2427005,동구,혁신도시,혁신도시 2공구,35.88630233,128.7191781
98,일상점검,2422002,동구,혁신도시,혁신도시 2공구,35.88454022,128.7179557
99,일상점검,2422003,동구,혁신도시,혁신도시 2공구,35.88485094,128.7177302
100,일상점검,2422005,동구,혁신도시,혁신도시 2공구,35.8849374,128.7174745
101,일상점검,2425003,동구,혁신도시,혁신도시 2공구,35.8856386,128.7168915
102,일상점검,2412004,동구,혁신도시,혁신도시 2공구,35.87796368,128.7152811
103,일상점검,2432012,동구,혁신도시,혁신도시 2공구,35.88034062,128.7089703
104,일상점검,2379017,동구,범안로,율하교 - 율하롯데아울렛,35.87144015,128.6939499
105,일상점검,7443000,달서구,출판산업단지,출판산업단지 LP-2B,#N/A,#N/A
106,일상점검,2379020,동구,범안로,율하교 - 율하롯데아울렛,35.87091002,128.6933423
107,일상점검,2195010,동구,화랑로,화랑교 - 망우당지하차도,35.87655734,128.659188
108,일상점검,2052001,동구,동북로,큰고개오거리 - 복현푸르지오,35.88781239,128.6303542
109,일상점검,8381000,달성군,테크노폴리스,테크노폴리스 LP-2-4,#N/A,#N/A
110,일상점검,2153001,동구,국채보상로,MBC네거리 - 청구삼거리,35.86713851,128.6258738
111,일상점검,7378001,달서구,성당주공,성당 레미안E편한세상 1단지,35.84339185,128.5397061
112,일상점검,2096003,동구,효목로,동구시장 - 화랑로,35.87696367,128.6396079
113,일상점검,7378000,달서구,성당주공,성당 레미안E편한세상 1단지,#N/A,#N/A
114,일상점검,7378005,달서구,성당주공,성당 레미안E편한세상 1단지,35.84337349,128.5409697
115,일상점검,2098015,동구,효동로,파크사우나 - 망우당네거리,35.87915714,128.6489099
116,일상점검,2098017,동구,효동로,파크사우나 - 망우당네거리,35.87853654,128.6492328
117,일상점검,2255001,동구,안심로,율하남교,35.8712352,128.690854
118,일상점검,2378008,동구,범안로,율하롯데아울렛 - 율하교,35.87105668,128.6940644
119,일상점검,2486012,동구,범안로,율하교 - 혁신도시,35.87477171,128.6987943
120,일상점검,7086000,달서구,당산로,감삼초교네거리 - 두류시장네거리,#N/A,#N/A
121,일상점검,2446005,동구,혁신도시,혁신도시 2공구,35.89026083,128.7026553
122,일상점검,7376001,달서구,기타,성당동 포스코더#,35.84264048,128.5469129
123,일상점검,7376021,달서구,기타,성당동 포스코더#,35.84132323,128.546895
124,일상점검,2452018,동구,혁신도시,혁신도시 2공구,35.89187992,128.7048527
125,일상점검,7090008,달서구,성당주공,성당 레미안E편한세상 3단지 - 제일여상,35.84188471,128.5467115
126,일상점검,2447001,동구,혁신도시,혁신도시 2공구,35.88911178,128.7058406
127,일상점검,2450019,동구,혁신도시,혁신도시 2공구,35.88804777,128.7054281
128,일상점검,2450017,동구,혁신도시,혁신도시 2공구,35.88783807,128.7060787
129,일상점검,2450023,동구,혁신도시,혁신도시 2공구,35.88793985,128.7062845
130,일상점검,2450014,동구,혁신도시,혁신도시 2공구,35.88876686,128.7066937
131,일상점검,2450026,동구,혁신도시,혁신도시 2공구,35.88888909,128.7068893
132,일상점검,2450028,동구,혁신도시,혁신도시 2공구,35.88921324,128.7062217
133,일상점검,2444018,동구,혁신도시,혁신도시 2공구,35.88626017,128.7052413
134,일상점검,7089004,달서구,기타,성당중학교 - 구마로,35.83993823,128.5487319
135,일상점검,2440024,동구,혁신도시,혁신도시 2공구,35.88399378,128.7010508
136,일상점검,2440015,동구,혁신도시,혁신도시 2공구,35.88329475,128.7011764
137,일상점검,2440014,동구,혁신도시,혁신도시 2공구,35.88296816,128.7013207
138,일상점검,2440013,동구,혁신도시,혁신도시 2공구,35.88265563,128.7015238
139,일상점검,7384004,달서구,기타,본리 롯데캐슬2차,35.83822986,128.5467063
140,일상점검,7110001,달서구,송현로,송현초교 - 월촌역네거리,35.82997089,128.5444952
141,일상점검,7388001,달서구,기타,월서초교 뒤편도로,35.82167893,128.5311323
142,일상점검,7395003,달서구,기타,조암초교 앞도로,35.82402817,128.5276553
143,일상점검,2387002,동구,혁신도시,혁신도시 1공구,35.87636552,128.7244671
144,일상점검,7395001,달서구,기타,조암초교 앞도로,35.82483992,128.5270316
145,일상점검,2389006,동구,혁신도시,혁신도시 1공구,35.87601492,128.7312827
146,일상점검,7395008,달서구,기타,조암초교 앞도로,35.82430621,128.5275382
147,일상점검,2474002,동구,혁신도시,혁신도시 3공구,35.87535005,128.7354154
148,일상점검,2473014,동구,혁신도시,혁신도시 3공구,35.87560399,128.7357754
149,일상점검,7367007,달서구,기타,태왕아너스월성 진입로 LP-1,35.82246754,128.5275023
150,일상점검,2473004,동구,혁신도시,혁신도시 3공구,35.87505582,128.7388099
151,일상점검,7367002,달서구,기타,태왕아너스월성 진입로 LP-1,35.82244162,128.5278131
152,일상점검,7367008,달서구,기타,태왕아너스월성 진입로 LP-1,35.82216618,128.5278934
153,일상점검,7364003,달서구,기타,월성코오롱하늘채 LP-3,35.82146553,128.5241316
154,일상점검,2397015,동구,혁신도시,혁신도시 1공구,35.8799158,128.7338922
155,일상점검,7382002,달서구,기타,월성 푸르지오 LP-2,35.82705101,128.5250778
156,일상점검,7382012,달서구,기타,월성 푸르지오 LP-2,35.8267143,128.5252138
157,일상점검,2479001,동구,혁신도시,혁신도시 3공구,35.88097697,128.7346525
158,일상점검,7381004,달서구,기타,월성 푸르지오 LP-1,35.82642111,128.5256485
159,일상점검,7382010,달서구,기타,월성 푸르지오 LP-2,35.82733037,128.5243548
160,일상점검,2391010,동구,혁신도시,혁신도시 1공구,35.87813456,128.7268418
161,일상점검,2425011,동구,혁신도시,혁신도시 2공구,35.88387012,128.7150103
162,일상점검,6284000,수성구,기타,만촌 수성e편한세상2차 진입로,#N/A,#N/A
163,일상점검,2300000,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,#N/A,#N/A
164,일상점검,2300012,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85946277,128.7004289
165,일상점검,2300013,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85932216,128.7009759
166,일상점검,2300014,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85917122,128.701692
167,일상점검,2202001,동구,화랑로,반야월삼거리 - 율하남교,35.87477649,128.6835272
168,일상점검,2202005,동구,화랑로,반야월삼거리 - 율하남교,35.87461668,128.684642
169,일상점검,2202018,동구,화랑로,반야월삼거리 - 율하남교,35.87332448,128.6884453
170,일상점검,2296005,동구,율하2지구,율하휴먼시아8단지 - 6단지,35.86340481,128.6991922
171,일상점검,2296003,동구,율하2지구,율하휴먼시아8단지 - 6단지,35.86329774,128.6999567
172,일상점검,2300015,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85914183,128.7024126
173,일상점검,2300016,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85915222,128.7031276
174,일상점검,2300017,동구,율하2지구,율하휴먼시아10단지 - 세계육상선수촌2단지,35.85921046,128.7038434
175,일상점검,6365000,수성구,파동로,파동우체국 - 가창교,#N/A,#N/A
176,일상점검,7413000,달서구,월곡로,학산중학교 - 월성푸르지오,#N/A,#N/A
177,일상점검,7413003,달서구,월곡로,학산중학교 - 월성푸르지오,35.83119275,128.5248126
178,일상점검,7102002,달서구,와룡로,본리네거리 - 월성배수지,35.83649633,128.536732
179,일상점검,3162004,서구,평리로,남평리네거리 - 내당1동우체국,35.86379889,128.5577852
180,일상점검,1147005,중구,재마루길,계산오거리 - 남산초교,#N/A,#N/A
181,일상점검,7234018,달서구,달서대로,삼성전자물류센터 - 호림네거리,35.83936845,128.4916542
182,일상점검,1013002,중구,태평로,동인네거리 - 신천교,35.87268563,128.6078382
183,일상점검,2107001,동구,동대구로,동대구역네거리 - 상공회의소,35.8761967,128.6255642
184,일상점검,7098016,달서구,구마로,본리네거리 - 남대구IC,35.83739992,128.5304681
185,일상점검,2107027,동구,동대구로,동대구역네거리 - 상공회의소,#N/A,#N/A
186,일상점검,7100013,달서구,성서공단로,남대구자동차상사-장동네거리,35.83669906,128.5192402
187,일상점검,2108001,동구,동대구로,상공회의소 - MBC네거리,35.8695407,128.6256606
188,일상점검,2108005,동구,동대구로,상공회의소 - MBC네거리,35.86847378,128.62601
189,민원신고,1094000,중구,남산로,신남네거리 - 계명네거리,#N/A,#N/A
190,일상점검,7082006,달서구,야외음악당로,상서여상 - 금봉네거리,35.84483147,128.5522024
191,일상점검,5036000,북구,중앙대로,대구역북편사거리 - 제일제당,#N/A,#N/A
192,일상점검,8305019,달성군,성서5차산업단지,성서5차첨단산업단지 LP-19,35.87723642,128.470871
193,일상점검,8306028,달성군,성서5차산업단지,성서5차첨단산업단지 LP-20,35.87998449,128.4704623
194,일상점검,5137026,북구,신천대로,서변대교침산교방향입출구,35.90476905,128.5846942
195,일상점검,8309009,달성군,성서5차산업단지,성서5차첨단산업단지 LP-22,35.87130184,128.4727475
196,일상점검,5268000,북구,호국로,구안국도 - 서변동칠곡3지구IC,#N/A,#N/A
197,일상점검,8244012,달성군,달구벌대로,강창교(성서방향),35.85340357,128.4718683
198,일상점검,7256018,달서구,달구벌대로,계명대정문지나서 - 파호동,35.85323521,128.478979
199,일상점검,7271003,달서구,달구벌대로,계명대정문못가서 - 계명대정문,35.85223952,128.4846842
200,일상점검,7269002,달서구,달구벌대로,신당네거리 - 계명대정문,35.85178232,128.4911622
201,일상점검,7272013,달서구,달구벌대로,계명대정문 - 신당네거리,35.85137928,128.4914603
202,일상점검,5382003,북구,사수로,매천로 - 지천 LP-10,35.89569633,128.5108488
203,일상점검,7423000,달서구,도시고속도로,남대구IC,#N/A,#N/A
204,민원신고,6067010,수성구,동대구로,궁전맨션삼거리 - 어린이회관삼거리,35.85060754,128.6247479
205,민원신고,6054009,수성구,청호로,경동초교육교 - 만촌네거리,35.85767479,128.6444697
206,민원신고,6067012,수성구,동대구로,궁전맨션삼거리 - 어린이회관삼거리,35.85000039,128.6246934
207,민원신고,2282013,동구,팔공산로,팔공산심천랜드 - 팔공산LPG충전소,35.99223586,128.61527
208,민원신고,2007009,동구,파계로,파계교 - 화성명산타운,35.94457951,128.6373782
209,민원신고,2143003,동구,팔공로,원불교 - 파군재삼거리,35.93010201,128.6419433
210,일상점검,2299000,동구,율하2지구,세계육상선수촌1단지 주변도로,#N/A,#N/A
211,일상점검,2299026,동구,율하2지구,세계육상선수촌1단지 주변도로,35.8622977,128.6892589
212,일상점검,2299027,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86191824,128.6889825
213,일상점검,2299029,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86107963,128.6887667
214,일상점검,2299030,동구,율하2지구,세계육상선수촌1단지 주변도로,35.86063914,128.6888303
215,일상점검,8355023,달성군,테크노폴리스,테크노폴리스 LP-1-24,35.68935189,128.4523666
216,일상점검,8355024,달성군,테크노폴리스,테크노폴리스 LP-1-24,35.68934997,128.4520794
217,일상점검,1094009,중구,남산로,신남네거리 - 계명네거리,35.86206377,128.5823594
218,일상점검,6094001,수성구,신매택지,월드문고 - 택지주차장(신매초등),35.83877521,128.7091173
219,일상점검,6121029,수성구,고산로,청림초등육교 - 신매네거리 - 월드문고,35.83913278,128.7091465
220,일상점검,7001000,달서구,달구벌대로,이곡역 - 성서네거리,#N/A,#N/A
221,일상점검,8508001,달성군,국도5호선,논공교 - 금포2교차로,#N/A,#N/A
222,일상점검,5347026,북구,학정로,대구병원네거리 - 매천초교,35.9134402,128.5475823
223,일상점검,5424006,북구,학정로,태전우방3차 - 칠곡2지구,35.92224115,128.5522194
224,일상점검,5155037,북구,학정로,칠곡3지구 - 구암중학교,35.92962011,128.5611427
225,일상점검,5155053,북구,학정로,칠곡3지구 - 구암중학교,35.93230741,128.5614721
226,일상점검,8243003,달성군,달구벌대로,강창교(다사방향),35.85355363,128.4727885
227,일상점검,8243010,달성군,달구벌대로,강창교(다사방향),35.85400337,128.4709317
228,일상점검,8245011,달성군,달구벌대로,강창교 - 대실역,35.85643399,128.4671015
229,일상점검,8246006,달성군,달구벌대로,대실역 - 다사우체국,35.85825094,128.4648552
230,일상점검,8092000,달성군,다사로,한길교회 - 다사왕선주유소,#N/A,#N/A
231,일상점검,8129002,달성군,문양역길,문양역 진입도로,35.86409411,128.4410688
232,일상점검,5179011,북구,관음로,칠곡IC네거리 - 태전고가교오거리,35.93124358,128.5389256
233,일상점검,8456013,달성군,서재로,하늘소망교회 - 서재초교,35.87663,128.496669
234,일상점검,8272004,달성군,세천로,성서5차산업단지 진입로2,35.87435175,128.4853853
235,일상점검,7196024,달서구,용산택지,죽전파출소 - 대구은행용산점,35.85681099,128.5307153
236,일상점검,7197005,달서구,장산로,용산우방 - 장산초교,35.85413374,128.52876
237,일상점검,6251000,수성구,범안로,연호네거리 - 고모역,#N/A,#N/A
238,일상점검,2440011,동구,혁신도시,혁신도시 2공구,35.88210592,128.7020283
239,민원신고,2025002,동구,동촌로,동촌육교 - 동촌네거리,35.88434587,128.6576969
240,민원신고,2043013,동구,동촌로,방촌시장 - 동촌육교,35.88349049,128.6608439
241,민원신고,2190002,동구,기타,동촌역 - 동촌네거리,35.88763401,128.6525577
242,민원신고,2190004,동구,기타,동촌역 - 동촌네거리,35.88800854,128.6530681
243,일상점검,7098005,달서구,구마로,본리네거리 - 남대구IC,35.83752501,128.5350982
244,일상점검,7101017,달서구,구마로,남대구IC - 본리네거리,35.83726545,128.5357406
245,일상점검,7105002,달서구,구마로,동본리네거리 - 세강병원네거리,35.83711781,128.5453672
246,일상점검,7187002,달서구,구마로,세강병원네거리 - 성당네거리,35.83698493,128.5514317
247,일상점검,7112000,달서구,월배로,송현파출소 - 송현네거리,#N/A,#N/A
248,일상점검,6073006,수성구,수성로76길,대구시교육청 - 동일초교,35.85721248,128.6160905
249,일상점검,6073000,수성구,수성로76길,대구시교육청 - 동일초교,#N/A,#N/A
250,일상점검,5192000,북구,검단유통,한진택배 - 우체집중국,#N/A,#N/A
251,일상점검,7080001,달서구,성당로,대명복개천(남부가스) - 성당네거리,35.83940488,128.5587422
252,일상점검,5016011,북구,동북로,복현오거리 - KT,35.90105012,128.6083485
253,일상점검,5016012,북구,동북로,복현오거리 - KT,35.90126905,128.6080377
254,일상점검,5016014,북구,동북로,복현오거리 - KT,35.90162703,128.607341
255,일상점검,5212000,북구,신암로,대구정형외과 - 칠성교,#N/A,#N/A
256,일상점검,1002007,중구,태평로,동인지하차도 - 교동네거리,35.87310441,128.6044907
257,일상점검,1002003,중구,태평로,동인지하차도 - 교동네거리,35.87431132,128.6051839
258,일상점검,1017007,중구,동덕로,동인네거리 - 종각네거리,35.86979268,128.6040125
259,일상점검,7246008,달서구,장기택지,용산네거리 - 성당자동차학원,35.84770153,128.5308096
260,일상점검,7303011,달서구,용산택지,용산동서우방APT - 롯데캐슬APT,35.85363993,128.5282344
261,일상점검,7304014,달서구,용산택지,학생문화센터 - 용산동서우방APT,35.85388466,128.5286003
262,일상점검,7304015,달서구,용산택지,학생문화센터 - 용산동서우방APT,35.85393222,128.5289951
263,일상점검,7192003,달서구,평리로,대구은행용산점 - 용산지하도,35.85862785,128.5275356
264,일상점검,7165052,달서구,달서대로,계대동문 - 계명문화대,35.85590691,128.4918308
265,일상점검,7209024,달서구,성서택지,성서고교 - 우방아파트,35.85332444,128.5155903
266,일상점검,7174019,달서구,성서택지,평화타운 - 이마트,35.85165113,128.5157996
267,일상점검,3133004,서구,달구벌대로,달성고교 - 감삼네거리,35.85644077,128.5531653
268,일상점검,7002014,달서구,달구벌대로,성서네거리 - 구상업은행,35.85205658,128.500542
269,일상점검,6035000,수성구,무열로,무열대삼거리 - 효목네거리(동편),#N/A,#N/A
270,민원신고,2105009,동구,팔공로,불로교 - 불로동고분군,35.91285089,128.6418656
271,민원신고,2354011,동구,금호강변로,불로IC - 팔공산IC,35.90760374,128.6333892
272,일상점검,8435019,달성군,테크노폴리스,테크노폴리스 LP-4-5,35.68538263,128.4560187
273,일상점검,8435012,달성군,테크노폴리스,테크노폴리스 LP-4-5,35.68533022,128.4566279
274,일상점검,8348000,달성군,테크노폴리스,테크노폴리스 LP-1-11,#N/A,#N/A
275,일상점검,5375005,북구,노원로,바다마을 - 노원네거리,35.90019164,128.5819567
276,일상점검,5268000,북구,호국로,구안국도 - 서변동칠곡3지구IC,#N/A,#N/A
277,일상점검,8403000,달성군,테크노폴리스,테크노폴리스 LP-4-25,#N/A,#N/A
278,일상점검,4090000,남구,중앙대로,영대병원네거리 - 교대역,#N/A,#N/A
279,일상점검,5332000,북구,오봉로,노원네거리 - 원대오거리,#N/A,#N/A
280,일상점검,8403006,달성군,테크노폴리스,테크노폴리스 LP-4-25,35.67402995,128.4509948
281,일상점검,8403008,달성군,테크노폴리스,테크노폴리스 LP-4-25,35.67430722,128.4515379
282,일상점검,8403010,달성군,테크노폴리스,테크노폴리스 LP-4-25,35.67453681,128.4520501
283,일상점검,8403012,달성군,테크노폴리스,테크노폴리스 LP-4-25,35.67477583,128.4525182
284,일상점검,8403013,달성군,테크노폴리스,테크노폴리스 LP-4-25,35.67481735,128.4526664
285,일상점검,8399021,달성군,테크노폴리스,테크노폴리스 LP-3-18,35.6777614,128.4590694
286,일상점검,8399000,달성군,테크노폴리스,테크노폴리스 LP-3-18,#N/A,#N/A
287,일상점검,5379000,북구,사수로,매천로 - 지천 LP-4,#N/A,#N/A
288,일상점검,3149000,서구,가르뱅이로,상리지하차도 - 상리동버스종점,#N/A,#N/A
289,일상점검,5031000,북구,칠성남로,칠성시장(서문프라자) - 대구은행,#N/A,#N/A
290,일상점검,6035004,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87129941,128.6485763
291,일상점검,6035006,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87188102,128.6483004
292,일상점검,6035008,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87244494,128.6480144
293,일상점검,6035010,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87294009,128.6476625
294,일상점검,6035012,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87325865,128.6474843
295,일상점검,6035013,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87345801,128.647354
296,일상점검,8081000,달성군,국도5호선,삼리교 - 평화산업사,#N/A,#N/A
297,일상점검,6035014,수성구,무열로,무열대삼거리 - 효목네거리(동편),35.87372965,128.6471707
298,일상점검,6028000,수성구,공경로,동부중학교 - 효목육교,#N/A,#N/A
299,일상점검,7423000,달서구,도시고속도로,남대구IC,#N/A,#N/A
300,일상점검,7112000,달서구,월배로,송현파출소 - 송현네거리,#N/A,#N/A
301,일상점검,5274000,북구,신암로,칠성교,#N/A,#N/A
302,일상점검,2062000,동구,신암로,칠성교 - 강남약국,#N/A,#N/A
